Name,SecId,ISIN,"Inception 
Date","Monthly Return 
2022-10 
ZAR","Return (Day to Day) 
2022-10-01 
to 2022-11-01 
ZAR","Daily Return Index 
2022-09-30 
ZAR","Daily Return Index 
2022-10-01 
ZAR","Daily Return Index 
2022-10-02 
ZAR","Daily Return Index 
2022-10-03 
ZAR","Daily Return Index 
2022-10-04 
ZAR","Daily Return Index 
2022-10-05 
ZAR","Daily Return Index 
2022-10-06 
ZAR","Daily Return Index 
2022-10-07 
ZAR","Daily Return Index 
2022-10-08 
ZAR","Daily Return Index 
2022-10-09 
ZAR","Daily Return Index 
2022-10-10 
ZAR","Daily Return Index 
2022-10-11 
ZAR","Daily Return Index 
2022-10-12 
ZAR","Daily Return Index 
2022-10-13 
ZAR","Daily Return Index 
2022-10-14 
ZAR","Daily Return Index 
2022-10-15 
ZAR","Daily Return Index 
2022-10-16 
ZAR","Daily Return Index 
2022-10-17 
ZAR","Daily Return Index 
2022-10-18 
ZAR","Daily Return Index 
2022-10-19 
ZAR","Daily Return Index 
2022-10-20 
ZAR","Daily Return Index 
2022-10-21 
ZAR","Daily Return Index 
2022-10-22 
ZAR","Daily Return Index 
2022-10-23 
ZAR","Daily Return Index 
2022-10-24 
ZAR","Daily Return Index 
2022-10-25 
ZAR","Daily Return Index 
2022-10-26 
ZAR","Daily Return Index 
2022-10-27 
ZAR","Daily Return Index 
2022-10-28 
ZAR","Daily Return Index 
2022-10-29 
ZAR","Daily Return Index 
2022-10-30 
ZAR","Daily Return Index 
2022-10-31 
ZAR","Daily Return Index 
2022-11-01 
ZAR",P/B Ratio (TTM) (Long),P/B Ratio (TTM) (Short),P/C Ratio (TTM) (Long),P/C Ratio (TTM) (Short),P/E Ratio (TTM) (Long),"Dividend 
YTD",Dividend Yield (Long)
Old Mutual FTSE RAFI AW Index FF C,F00000P5R5,ZAE000164851,03/09/2012,9.7385,8.868,7.3932,7.3932,7.3932,7.3595,7.4029,7.6877,7.6719,7.7221,7.7221,7.7221,7.5744,7.5512,7.5489,7.5944,7.592,7.592,7.592,7.5253,7.6437,7.799,7.7745,7.8028,7.8028,7.8028,7.8705,7.987,7.9143,7.9517,8.0002,8.0002,8.0002,8.1132,8.0489,1.66,,7.87,,14.27,,0.03
Old Mutual Global Equity A,F000002D14,ZAE000023859,03/04/2000,8.8354,7.3627,43.1056,43.1056,43.1056,42.8746,43.5664,44.529,44.5404,44.7467,44.7467,44.7467,43.6377,43.0663,43.4403,43.7512,44.0031,44.0031,44.0031,43.2673,44.2105,44.7678,44.6662,44.4139,44.4139,44.4139,45.3925,46.0333,45.8553,45.6259,45.5037,45.5037,45.5037,46.9141,46.2793,2.75,,11.21,,17.31,,0.01
Old Mutual Global Equity B1,F00000VMKM,ZAE000171153,02/01/2013,8.8777,7.4058,43.3055,43.3055,43.3055,43.0751,43.7706,44.7383,44.7503,44.9581,44.9581,44.9581,43.8457,43.2721,43.6484,43.9614,44.215,44.215,44.215,43.4772,44.4255,44.9863,44.8847,44.6318,44.6318,44.6318,45.6168,46.2613,46.0831,45.8531,45.7308,45.7308,45.7308,47.1501,46.5126,2.75,,11.21,,17.31,,0.01
Old Mutual Global Equity C,F000002RPC,ZAE000068706,01/07/2005,8.7828,7.3131,36.8832,36.8832,36.8832,36.6808,37.2761,38.1083,38.117,38.2923,38.2923,38.2923,37.3403,36.85,37.1684,37.434,37.6479,37.6479,37.6479,37.0127,37.8253,38.3059,38.2182,38.0022,38.0022,38.0022,38.8333,39.3792,39.2268,39.0303,38.9247,38.9247,38.9247,40.1226,39.5805,2.75,,11.21,,17.31,,0.01
Old Mutual Global Equity R,F000002CSV,ZAE000020707,17/05/1995,8.9151,7.4438,57.5214,57.5214,57.5214,57.2172,58.1418,59.4278,59.4445,59.7212,59.7212,59.7212,58.2453,57.4839,57.9844,58.4009,58.7385,58.7385,58.7385,57.7602,59.0209,59.7664,59.6321,59.2966,59.2966,59.2966,60.6074,61.4645,61.2282,60.9234,60.7616,60.7616,60.7616,62.6495,61.8032,2.75,,11.21,,17.31,0.07,0.01
Old Mutual Global Islamic Equity FF A,F00001EEGA,ZAE000313318,31/08/2022,4.9916,4.9814,1.9593,1.9593,1.9593,1.9354,1.9567,2.04,2.0403,2.0409,2.0409,2.0409,1.9882,1.9764,1.9762,1.9913,1.9772,1.9772,1.9772,1.9558,1.9749,2.0007,1.9855,1.993,1.993,1.993,2.0144,2.0387,2.0344,2.0301,2.0288,2.0288,2.0288,2.0571,2.0569,,,,,,,
Old Mutual Global Islamic Equity FF B1,F00001EEGB,ZAE000313326,31/08/2022,5.0258,5.0105,1.9599,1.9599,1.9599,1.9361,1.9574,2.0407,2.0411,2.0416,2.0416,2.0416,1.989,1.9773,1.977,1.9922,1.9781,1.9781,1.9781,1.9567,1.9759,2.0017,1.9866,1.9941,1.9941,1.9941,2.0155,2.0398,2.0355,2.0313,2.0299,2.0299,2.0299,2.0584,2.0581,,,,,,,
Old Mutual Global Islamic Equity FF B2,F00001EEGC,ZAE000313334,31/08/2022,5.0798,5.0645,1.9607,1.9607,1.9607,1.937,1.9583,2.0417,2.0421,2.0427,2.0427,2.0427,1.9901,1.9784,1.9782,1.9934,1.9793,1.9793,1.9793,1.9581,1.9773,2.0031,1.988,1.9955,1.9955,1.9955,2.0171,2.0415,2.0372,2.033,2.0317,2.0317,2.0317,2.0603,2.06,,,,,,,
Old Mutual Gold A,F000002CSF,ZAE000097457,02/07/2007,3.1685,3.5203,11.5883,11.5883,11.5883,11.8481,12.4726,12.4301,12.4933,12.5685,12.5685,12.5685,12.2632,12.1906,12.1076,11.6926,11.5907,11.5907,11.5907,11.4354,11.6002,11.3953,11.2921,11.4587,11.4587,11.4587,11.7888,11.7187,11.9491,12.0798,11.9539,11.9539,11.9539,11.9555,11.9963,2.28,,9.19,,21.58,0.04,0.02
Old Mutual Gold B1,F00000YQ7J,ZAE000238291,31/01/2017,3.2084,3.5612,11.7181,11.7181,11.7181,11.9812,12.6128,12.57,12.6341,12.7104,12.7104,12.7104,12.4021,12.3287,12.245,11.8255,11.7226,11.7226,11.7226,11.5659,11.7328,11.5256,11.4214,11.59,11.59,11.59,11.9245,11.8536,12.0869,12.2193,12.0919,12.0919,12.0919,12.0941,12.1355,2.28,,9.19,,21.58,0.08,0.02
Old Mutual Gold R,F000002CZD,ZAE000020814,05/02/1990,3.2185,3.5716,22.4569,22.4569,22.4569,22.9613,24.1719,24.0901,24.2127,24.3589,24.3589,24.3589,23.7684,23.628,23.4675,22.6637,22.4664,22.4664,22.4664,22.1664,22.4863,22.0892,21.8896,22.2128,22.2128,22.2128,22.854,22.7184,23.1656,23.4193,23.1752,23.1752,23.1752,23.1797,23.259,2.28,,9.19,,21.58,0.1,0.02
Old Mutual Investors A,F000002CSU,ZAE000097473,02/07/2007,6.7873,8.2375,582.7596,582.7596,582.7596,584.4649,597.322,596.3406,600.8634,595.8102,595.8102,595.8102,596.3375,593.718,592.9235,589.7687,601.6909,601.6909,601.6909,606.2215,614.2093,606.9594,600.0417,600.2398,600.2398,600.2398,602.9725,605.851,617.9909,623.6735,622.9608,622.9608,622.9608,622.3133,630.7644,1.4,,7.69,,10.78,6.48,0.05
Old Mutual Investors A7,F00000X6OY,ZAE000217626,29/04/2016,6.7873,8.2375,452.8596,452.8596,452.8596,454.1848,464.176,463.4134,466.9281,463.0012,463.0012,463.0012,463.411,461.3754,460.758,458.3064,467.5712,467.5712,467.5712,471.0918,477.2991,471.6652,466.2895,466.4435,466.4435,466.4435,468.567,470.8038,480.2378,484.6536,484.0997,484.0997,484.0997,483.5967,490.164,1.4,,7.69,,10.78,6.49,0.05
Old Mutual Investors B1,F00000QGLN,ZAE000179289,01/07/2013,6.8238,8.2757,509.6949,509.6949,509.6949,511.2032,522.4547,521.6019,525.5636,521.1495,521.1495,521.1495,521.6279,519.3424,518.6531,515.8991,526.334,526.334,526.334,530.3146,537.3082,530.9719,524.9259,525.105,525.105,525.105,527.5131,530.0371,540.6641,545.6415,545.0239,545.0239,545.0239,544.4756,551.8756,1.4,,7.69,,10.78,7.36,0.05
Old Mutual Investors B3,F00000WELT,ZAE000192043,01/07/2014,6.8823,8.3368,517.7587,517.7587,517.7587,519.3185,530.7578,529.9008,533.935,529.4599,529.4599,529.4599,529.9741,527.6613,526.9703,524.1814,534.7931,534.7931,534.7931,538.8663,545.9822,539.5532,533.4189,533.6104,533.6104,533.6104,536.0858,538.6604,549.4698,554.5383,553.9203,553.9203,553.9203,553.3923,560.9234,1.4,,7.69,,10.78,8.75,0.05
Old Mutual Investors B7,F00000X6OZ,ZAE000217634,29/04/2016,6.8238,8.2757,465.0264,465.0264,465.0264,466.4026,476.668,475.89,479.5046,475.4771,475.4771,475.4771,475.9137,473.8285,473.1997,470.6871,480.2074,480.2074,480.2074,483.8391,490.2198,484.4387,478.9228,479.0861,479.0861,479.0861,481.2831,483.586,493.2816,497.8229,497.2595,497.2595,497.2595,496.7591,503.5106,1.4,,7.69,,10.78,7.36,0.05
Old Mutual Investors C,F000002RPM,ZAE000067088,01/07/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,7.69,,10.78,,0.05
Old Mutual Investors R,F000002CSQ,ZAE000020830,03/10/1966,6.8238,8.2757,"3,282.84","3,282.84","3,282.84","3,292.56","3,365.03","3,359.53","3,385.05","3,356.62","3,356.62","3,356.62","3,359.70","3,344.98","3,340.54","3,322.80","3,390.01","3,390.01","3,390.01","3,415.65","3,460.70","3,419.88","3,380.94","3,382.10","3,382.10","3,382.10","3,397.61","3,413.86","3,482.31","3,514.37","3,510.39","3,510.39","3,510.39","3,506.86","3,554.52",1.4,,7.69,,10.78,7.36,0.05
Old Mutual Managed Alpha Equity A,F000003Y3V,ZAE000135786,23/12/1998,4.5799,6.5145,161.1787,161.1787,161.1787,162.1443,166.5369,165.7005,166.8047,165.183,165.183,165.183,165.1787,163.9407,163.435,161.931,164.8993,164.8993,164.8993,165.7707,168.7707,165.5554,163.9871,164.3717,164.3717,164.3717,163.9889,164.1282,168.0614,169.3509,168.5894,168.5894,168.5894,168.5604,171.6787,1.46,,8.33,,11.37,1.29,0.04
Old Mutual Managed Alpha Equity B1,F00000WELU,ZAE000199139,02/01/2015,4.6155,6.5521,107.8023,107.8023,107.8023,108.4517,111.3909,110.8326,111.5725,110.489,110.489,110.489,110.4897,109.6629,109.3258,108.321,110.3078,110.3078,110.3078,110.8944,112.9025,110.7527,109.7048,109.9633,109.9633,109.9633,109.7108,109.8052,112.4379,113.3018,112.7936,112.7936,112.7936,112.7779,114.8656,1.46,,8.33,,11.37,1.48,0.04
Old Mutual Managed Alpha Equity C,F000003Y3W,ZAE000135794,01/07/2009,4.4624,6.3909,107.1272,107.1272,107.1272,107.7572,110.6724,110.1125,110.8423,109.7608,109.7608,109.7608,109.7458,108.9195,108.5796,107.5765,109.5445,109.5445,109.5445,110.1113,112.1,109.9602,108.9147,109.1663,109.1663,109.1663,108.9002,108.9886,111.5965,112.4487,111.9389,111.9389,111.9389,111.9076,113.9736,1.46,,8.33,,11.37,0.65,0.04
Old Mutual Mid & Small-Cap A,F000002CZP,ZAE000097499,02/07/2007,3.9753,5.2721,23.7245,23.7245,23.7245,23.7284,24.1355,24.1298,24.321,24.1266,24.1266,24.1266,23.9896,23.7619,23.7862,23.6037,23.938,23.938,23.938,24.0222,24.0919,24.0245,23.8198,23.851,23.851,23.851,24.074,24.1701,24.4994,24.641,24.6191,24.6191,24.6191,24.6676,24.9752,1.26,,6.35,,10.65,0.22,0.04
Old Mutual Mid & Small-Cap B1,F00000QGLP,ZAE000179297,01/07/2013,4.0158,5.3146,22.1252,22.1252,22.1252,22.1297,22.5096,22.5046,22.6832,22.5022,22.5022,22.5022,22.3751,22.1632,22.1861,22.0161,22.3284,22.3284,22.3284,22.4077,22.4729,22.4103,22.2197,22.2491,22.2491,22.2491,22.4579,22.5478,22.8552,22.9878,22.9676,22.9676,22.9676,23.0137,23.301,1.26,,6.35,,10.65,0.27,0.04
Old Mutual Mid & Small-Cap R,F000002CZH,ZAE000020772,30/04/1997,4.0261,5.3254,33.7231,33.7231,33.7231,33.7303,34.3095,34.3021,34.5744,34.2985,34.2985,34.2985,34.1054,33.7824,33.8172,33.5582,34.0343,34.0343,34.0343,34.1555,34.2552,34.1599,33.8693,33.9142,33.9142,33.9142,34.2329,34.3701,34.8388,35.0408,35.0103,35.0103,35.0103,35.0808,35.519,1.26,,6.35,,10.65,0.28,0.04
Old Mutual MSCI EM ESG Idx FF A,F000011G4A,ZAE000262481,31/10/2018,-1.4085,-4.5126,2.2293,2.2293,2.2293,2.2293,2.1885,2.2407,2.2931,2.3289,2.3289,2.3289,2.287,2.266,2.2183,2.2417,2.1695,2.1695,2.1695,2.1944,2.1916,2.2515,2.2236,2.2225,2.2225,2.2225,2.2156,2.1634,2.1123,2.1276,2.1673,2.1673,2.1673,2.1979,2.1287,1.7,,9.17,,14.26,,0.03
Old Mutual MSCI EM ESG Idx FF B1,F000011G4B,ZAE000262499,31/10/2018,-1.3896,-4.493,2.2524,2.2524,2.2524,2.2523,2.2112,2.2639,2.3169,2.3531,2.3531,2.3531,2.3108,2.2896,2.2414,2.265,2.1921,2.1921,2.1921,2.2174,2.2146,2.275,2.2469,2.2458,2.2458,2.2458,2.2388,2.1862,2.1345,2.15,2.1901,2.1901,2.1901,2.2211,2.1512,1.7,,9.17,,14.26,,0.03
Old Mutual MSCI EM ESG Idx FF B2,F000011G4C,ZAE000262507,31/10/2018,-1.3719,-4.4734,2.2752,2.2752,2.2752,2.2752,2.2337,2.287,2.3405,2.377,2.377,2.377,2.3344,2.313,2.2643,2.2882,2.2145,2.2145,2.2145,2.2401,2.2373,2.2984,2.27,2.2689,2.2689,2.2689,2.2619,2.2087,2.1566,2.1723,2.2127,2.2127,2.2127,2.244,2.1735,1.7,,9.17,,14.26,,0.03
Old Mutual MSCI World ESG Index FF A,F000011G4D,ZAE000262432,31/10/2018,6.5895,6.6973,3.152,3.152,3.152,3.1203,3.1295,3.2464,3.2386,3.2566,3.2566,3.2566,3.1688,3.1495,3.1484,3.1771,3.1751,3.1751,3.1751,3.1251,3.1918,3.2525,3.2372,3.2374,3.2374,3.2374,3.2711,3.3345,3.3211,3.3028,3.313,3.313,3.313,3.3597,3.3631,3.87,,15.99,,24.72,,0.02
Old Mutual MSCI World ESG Index FF B1,F000011G4E,ZAE000262457,31/10/2018,6.6129,6.7228,3.1847,3.1847,3.1847,3.1527,3.1621,3.2802,3.2723,3.2906,3.2906,3.2906,3.2019,3.1825,3.1813,3.2104,3.2084,3.2084,3.2084,3.1579,3.2254,3.2867,3.2712,3.2715,3.2715,3.2715,3.3056,3.3697,3.3562,3.3377,3.3481,3.3481,3.3481,3.3953,3.3988,3.87,,15.99,,24.72,,0.02
Old Mutual MSCI World ESG Index FF B2,F000011G4F,ZAE000262473,31/10/2018,6.6338,6.7463,3.2168,3.2168,3.2168,3.1845,3.194,3.3133,3.3054,3.3239,3.3239,3.3239,3.2344,3.2147,3.2136,3.243,3.241,3.241,3.241,3.19,3.2582,3.3202,3.3046,3.3049,3.3049,3.3049,3.3394,3.4042,3.3906,3.372,3.3824,3.3824,3.3824,3.4301,3.4338,3.87,,15.99,,24.72,0,0.02
Old Mutual Dynamic Equity Manager B1,F00000XBG4,ZAE000216354,01/06/2016,5.2248,6.6701,2.8396,2.8396,2.8396,2.8486,2.9144,2.9093,2.9316,2.9079,2.9079,2.9079,2.9093,2.8908,2.882,2.862,2.9156,2.9156,2.9156,2.9305,2.974,2.9206,2.8932,2.8945,2.8945,2.8945,2.8937,2.9034,2.9637,2.9868,2.9783,2.9783,2.9783,2.9879,3.029,1.32,,7.7,,10.62,0.06,0.05
Old Mutual Dynamic Equity Manager B5,F00000XBG5,ZAE000216362,01/06/2016,5.1407,6.5807,2.6605,2.6605,2.6605,2.6688,2.7304,2.7255,2.7464,2.724,2.724,2.724,2.7251,2.7078,2.6994,2.6807,2.7307,2.7307,2.7307,2.7445,2.7852,2.7351,2.7094,2.7104,2.7104,2.7104,2.7096,2.7186,2.775,2.7964,2.7885,2.7885,2.7885,2.7973,2.8356,1.32,,7.7,,10.62,0.05,0.05
Old Mutual Dynamic Equity Manager B6,F00000XBG6,ZAE000216370,01/06/2016,5.0864,6.5242,2.5744,2.5744,2.5744,2.5824,2.6419,2.6371,2.6573,2.6356,2.6356,2.6356,2.6366,2.6197,2.6116,2.5934,2.6418,2.6418,2.6418,2.655,2.6943,2.6458,2.621,2.6219,2.6219,2.6219,2.621,2.6296,2.6841,2.7048,2.6971,2.6971,2.6971,2.7054,2.7424,1.32,,7.7,,10.62,0.04,0.05
Old Mutual Multi-Managers Equity FoF A,F000002CFW,ZAE000036471,05/06/2001,4.6896,6.1569,17.0351,17.0351,17.0351,17.0746,17.5253,17.4833,17.6125,17.4253,17.4253,17.4253,17.4212,17.2862,17.2223,17.1208,17.4661,17.4661,17.4661,17.5401,17.836,17.4561,17.2949,17.3462,17.3462,17.3462,17.2637,17.3027,17.6563,17.8289,17.7459,17.7459,17.7459,17.834,18.0839,1.52,,7.92,,12.13,0.43,0.04
Old Mutual Multi-Managers Equity FoF B4,F00000Q2OY,ZAE000174173,02/01/2013,4.7258,6.1945,14.6789,14.6789,14.6789,14.7134,15.102,15.066,15.1775,15.0163,15.0163,15.0163,15.0132,14.8971,14.8422,14.7549,15.0526,15.0526,15.0526,15.1169,15.372,15.0448,14.906,14.9505,14.9505,14.9505,14.8798,14.9136,15.2186,15.3675,15.2961,15.2961,15.2961,15.3726,15.5882,1.52,,7.92,,12.13,0.49,0.04
Old Mutual Multi-Managers Equity FoF C,F000002SB4,ZAE000168167,23/09/2004,4.5905,6.0523,13.4222,13.4222,13.4222,13.452,13.8067,13.7732,13.8746,13.7268,13.7268,13.7268,13.7222,13.6154,13.5648,13.4844,13.7559,13.7559,13.7559,13.8129,14.0455,13.7459,13.6186,13.6585,13.6585,13.6585,13.5923,13.6226,13.9006,14.036,13.9703,13.9703,13.9703,14.0383,14.2345,1.52,,7.92,,12.13,0.28,0.04
Old Mutual Multi-Managers Glbl Eq FoF B1,F00000WJDI,ZAE000210829,30/10/2015,0.3525,0.3623,2.6553,2.6553,2.6553,2.6557,2.6559,2.6551,2.6599,2.66,2.66,2.66,2.6607,2.6608,2.6611,2.6612,2.6615,2.6615,2.6615,2.662,2.6622,2.6624,2.6626,2.6628,2.6628,2.6628,2.6634,2.6635,2.6638,2.6639,2.6642,2.6642,2.6642,2.6647,2.665,,,,,,0.13,
Old Mutual Multi-Managers Glbl Eq FoF B3,F00000WJDJ,ZAE000210837,30/10/2015,0.3383,0.3434,2.6177,2.6177,2.6177,2.6181,2.6182,2.6174,2.622,2.6223,2.6223,2.6223,2.6228,2.6229,2.6232,2.6233,2.6234,2.6234,2.6234,2.6241,2.6242,2.6243,2.6246,2.6247,2.6247,2.6247,2.6252,2.6255,2.6256,2.6258,2.626,2.626,2.626,2.6265,2.6267,,,,,,0.12,
Old Mutual Multi-Managers Property Eq B5,F00001EK2E,ZAE000305660,31/01/2022,8.6179,9.2712,1.2857,1.2857,1.2857,1.2663,1.2928,1.2833,1.2953,1.3009,1.3009,1.3009,1.3264,1.3103,1.3106,1.3056,1.3319,1.3319,1.3319,1.3397,1.3705,1.3705,1.3705,1.3529,1.3529,1.3529,1.3544,1.3614,1.376,1.4181,1.4078,1.4078,1.4078,1.3965,1.4049,0.61,,11.17,,8.31,,0.09
Old Mutual RAFI 40 Index A,F000002CYT,ZAE000103776,01/10/2007,5.4712,6.8468,6.5014,6.5014,6.5014,6.5278,6.6983,6.6586,6.6757,6.6199,6.6199,6.6199,6.6495,6.5828,6.5643,6.5116,6.6516,6.6516,6.6516,6.6795,6.7966,6.6873,6.6133,6.6252,6.6252,6.6252,6.7068,6.7214,6.856,6.8858,6.8394,6.8394,6.8394,6.8571,6.9466,1.17,,5.59,,11.24,0.08,0.06
Old Mutual RAFI 40 Index B1,F000002D2G,ZAE000103784,01/10/2007,5.497,6.8742,6.7759,6.7759,6.7759,6.8035,6.9813,6.94,6.9578,6.8996,6.8996,6.8996,6.9308,6.8612,6.8421,6.7872,6.9331,6.9331,6.9331,6.9625,7.0845,6.9707,6.8936,6.906,6.906,6.906,6.9913,7.0065,7.1469,7.1779,7.1297,7.1297,7.1297,7.1484,7.2417,1.17,,5.59,,11.24,0.09,0.06
Old Mutual SA Quoted Property,F000002D0T,ZAE000049920,01/10/2003,9.2863,10.2802,16.0847,16.0847,16.0847,16.0812,16.4134,16.2967,16.468,16.4904,16.4904,16.4904,16.8427,16.6782,16.6844,16.5872,16.9982,16.9982,16.9982,17.0671,17.3962,17.2459,17.385,17.1109,17.1109,17.1109,17.1618,17.2245,17.3766,17.8717,17.7652,17.7652,17.7652,17.5784,17.7382,0.64,,12.16,,10.45,0.22,0.09
Old Mutual SA Quoted Property B,F000002RPZ,ZAE000051710,02/01/2004,9.3407,10.3372,16.9448,16.9448,16.9448,16.9421,17.2926,17.1695,17.3505,17.374,17.374,17.374,17.7461,17.5733,17.5799,17.4778,17.9114,17.9114,17.9114,17.9847,18.3319,18.1735,18.3205,18.0318,18.0318,18.0318,18.0865,18.1529,18.3136,18.8355,18.7236,18.7236,18.7236,18.5276,18.6965,0.64,,12.16,,10.45,0.23,0.09
Old Mutual SA Quoted Property B4,F00000Q2P1,ZAE000171112,01/10/2012,9.3294,10.326,9.2685,9.2685,9.2685,9.2669,9.4584,9.3911,9.4901,9.5032,9.5032,9.5032,9.7066,9.6119,9.6156,9.5596,9.7968,9.7968,9.7968,9.8369,10.0265,9.94,10.0202,9.8625,9.8625,9.8625,9.8922,9.9284,10.0163,10.3019,10.2406,10.2406,10.2406,10.1332,10.2256,0.64,,12.16,,10.45,0.22,0.09
Old Mutual SA Quoted Property C,F000002RQ0,ZAE000067096,01/07/2004,9.155,10.1434,10.6441,10.6441,10.6441,10.6408,10.8602,10.7824,10.8954,10.9097,10.9097,10.9097,11.1415,11.0324,11.036,10.9712,11.2428,11.2428,11.2428,11.287,11.504,11.4041,11.4958,11.314,11.314,11.314,11.3464,11.3873,11.4876,11.8143,11.7435,11.7435,11.7435,11.6186,11.7238,0.64,,12.16,,10.45,0.2,0.09
Old Mutual SA Quoted Property C3,F000005NJ1,ZAE000133526,01/04/2009,9.1699,10.1588,9.2749,9.2749,9.2749,9.2719,9.4632,9.3954,9.4941,9.5065,9.5065,9.5065,9.7085,9.6134,9.6166,9.5603,9.797,9.797,9.797,9.8358,10.0249,9.9378,10.0178,9.8595,9.8595,9.8595,9.8877,9.9236,10.0108,10.2958,10.234,10.234,10.234,10.1254,10.2171,0.64,,12.16,,10.45,,0.09
Old Mutual Top 40 Index A,F000002D0A,ZAE000028122,01/02/2001,4.7556,6.8782,20.2633,20.2633,20.2633,20.3189,20.9879,20.9357,21.0499,20.833,20.833,20.833,20.8147,20.6341,20.5854,20.3155,20.7882,20.7882,20.7882,20.8745,21.3436,20.888,20.6755,20.7198,20.7198,20.7198,20.7354,20.713,21.1719,21.3266,21.1292,21.1292,21.1292,21.2269,21.6571,1.51,,8.08,,11.44,0.16,0.04
Old Mutual Top 40 Index B1,F000002RQ9,ZAE000028130,01/02/2001,4.7816,6.9054,21.6974,21.6974,21.6974,21.7574,22.4739,22.418,22.5407,22.3085,22.3085,22.3085,22.2896,22.0964,22.0444,21.7554,22.262,22.262,22.262,22.3547,22.8573,22.3696,22.1422,22.1898,22.1898,22.1898,22.2069,22.1833,22.675,22.8407,22.6294,22.6294,22.6294,22.7349,23.1957,1.51,,8.08,,11.44,0.18,0.04
Optimum BCI Equity A,F00000WBJG,ZAE000207775,16/09/2015,4.5693,6.0868,1.43,1.43,1.43,1.4326,1.4669,1.4652,1.4819,1.4702,1.4702,1.4702,1.4654,1.4542,1.4493,1.4381,1.46,1.46,1.46,1.466,1.4891,1.4691,1.4583,1.4596,1.4596,1.4596,1.4592,1.4635,1.4886,1.4985,1.4916,1.4916,1.4916,1.4953,1.517,1.45,,8.04,,11.42,0.02,0.04
Optimum BCI Equity C,F00000WAQW,ZAE000207783,16/09/2015,4.6445,6.1662,1.5013,1.5013,1.5013,1.5042,1.5402,1.5384,1.5561,1.5437,1.5437,1.5437,1.5389,1.5271,1.522,1.5102,1.5334,1.5334,1.5334,1.5397,1.564,1.543,1.5317,1.5331,1.5331,1.5331,1.5328,1.5373,1.5638,1.5742,1.5669,1.5669,1.5669,1.571,1.5938,1.45,,8.04,,11.42,0.02,0.04
Optimum BCI Equity GD,F000015N13,ZAE000288239,21/08/2020,4.489,6.0364,1.2408,1.2408,1.2408,1.2433,1.2735,1.2714,1.2863,1.2759,1.2759,1.2759,1.2719,1.262,1.2554,1.2455,1.265,1.265,1.265,1.2703,1.2907,1.273,1.2635,1.2647,1.2647,1.2647,1.2644,1.2682,1.2905,1.2992,1.2931,1.2931,1.2931,1.2965,1.3157,1.45,,8.04,,11.42,,0.04
Optimum BCI Equity GR,F000015N14,ZAE000288247,21/08/2020,4.489,6.0364,1.2408,1.2408,1.2408,1.2433,1.2735,1.2714,1.2863,1.2759,1.2759,1.2759,1.2719,1.262,1.2554,1.2455,1.265,1.265,1.265,1.2703,1.2907,1.273,1.2635,1.2647,1.2647,1.2647,1.2644,1.2682,1.2905,1.2992,1.2931,1.2931,1.2931,1.2965,1.3157,1.45,,8.04,,11.42,,0.04
Oyster Catcher Realfin Equity A,F000015T4N,ZAE000290037,11/09/2020,4.1626,5.8495,137.6378,137.6378,137.6378,137.5688,141.0617,140.6723,140.6723,140.2532,140.2532,140.2532,140.0336,139.0634,138.2193,137.4078,140.1603,140.1603,140.1603,141.1527,143.8863,140.7168,139.3856,139.6037,139.6037,139.6037,139.0927,139.1619,142.2305,143.4369,143.163,143.163,143.163,143.3671,145.6889,1.35,,6.4,,10.05,,0.05
Peregrine Capital Global Eq Prscnt FF A,F000016PK2,ZAE000296794,01/04/2021,4.9372,4.4767,101.398,101.398,101.398,100.6336,100.7201,105.0179,104.08,104.4698,104.4698,104.4698,102.9604,101.6206,101.6526,101.6595,101.5496,101.5496,101.5496,100.4555,103.2959,104.8175,102.9382,103.8665,103.8665,103.8665,104.6093,103.2448,104.3213,104.6707,104.8872,104.8872,104.8872,106.4042,105.9373,,,,,,,0.02
Peregrine Capital Global Eq Prscnt FF B,F000016PK3,ZAE000296802,25/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
Peregrine Capital Global Eq Prscnt FF D,F000016PK4,ZAE000296810,19/03/2021,4.9372,4.4767,99.2718,99.2718,99.2718,98.5234,98.6081,102.8159,101.8976,102.2792,102.2792,102.2792,100.8015,99.4898,99.5211,99.5278,99.4203,99.4203,99.4203,98.3491,101.1299,102.6196,100.7797,101.6886,101.6886,101.6886,102.4158,101.0799,102.1338,102.476,102.6879,102.6879,102.6879,104.173,103.7159,,,,,,,0.02
Perpetua SCI Equity A,F00000VMHF,ZAE000181152,19/09/2014,4.6695,5.9492,1.1694,1.1694,1.1694,1.1713,1.2008,1.1978,1.2052,1.1939,1.1939,1.1939,1.1897,1.18,1.1771,1.1739,1.1934,1.1934,1.1934,1.1972,1.2123,1.195,1.1887,1.1879,1.1879,1.1879,1.1897,1.1932,1.2121,1.2258,1.2208,1.2208,1.2208,1.224,1.239,1.37,,6.21,,11.34,0.02,0.05
